Commune,Niveau,Détails
Le Gâvre (44130),Crise,zone : Bassin de la Vilaine (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Le Landreau (44430),Crise,zone : Bassin Affluents Sud Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Le Loroux-Bottereau (44430),Crise,zone : Bassin Affluents Sud Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Le Loroux-Bottereau (44430),Alerte renforcée,zone : Bassin de la Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Le Pallet (44330),Crise,zone : Bassin de la Sanguèze (eaux superficielles)<br>arrêté valable du 17/08/2022 au 31/10/2022
Le Pallet (44330),Crise,zone : Bassin de la Sèvre Nantaise (eaux superficielles)<br>arrêté valable du 17/08/2022 au 31/10/2022
Le Pallet (44330),Crise,zone : Bassin Affluents Sud Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Le Pellerin (44640),Alerte renforcée,zone : Bassin de la Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Le Pin (44540),Crise,zone : Bassin de la Vilaine (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Le Pin (44540),Crise,zone : Bassin de l'Erdre Amont (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Le Pouliguen (44510),Crise,zone : Bassin de la Brière (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Le Temple-de-Bretagne (44360),Alerte renforcée,zone : Bassin de la Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Le Temple-de-Bretagne (44360),Alerte renforcée,zone : Bassin de l'Erdre Aval (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Legé (44650),Crise,"zone : Bassin de la Logne, Boulogne, Ognon, Grand-lieu (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022"
Les Moutiers-en-Retz (44760),Crise,zone : Bassin côtiers bretons (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Les Sorinières (44840),Crise,zone : Bassin de la Sèvre Nantaise (eaux superficielles)<br>arrêté valable du 17/08/2022 au 31/10/2022
Les Sorinières (44840),Crise,"zone : Bassin de la Logne, Boulogne, Ognon, Grand-lieu (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022"
Les Touches (44390),Crise,zone : Bassin Affluents Nord Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Les Touches (44390),Crise,zone : Bassin de l'Erdre Amont (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Les Touches (44390),Alerte renforcée,zone : Bassin de l'Erdre Aval (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Ligné (44850),Crise,zone : Bassin Affluents Nord Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Ligné (44850),Alerte renforcée,zone : Bassin de l'Erdre Aval (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Loireauxence (44370),Crise,zone : Bassin Affluents Nord Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Loireauxence (44370),Crise,zone : Bassin de l'Erdre Amont (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Louisfert (44110),Crise,zone : Bassin de la Vilaine (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Lusanger (44590),Crise,zone : Bassin de la Vilaine (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Machecoul-Saint-Même (44270),Crise,zone : Bassin côtiers bretons (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Machecoul-Saint-Même (44270),Crise,zone : Bassin côtiers bretons réalimenté par la Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Machecoul-Saint-Même (44270),Alerte renforcée,zone : Bassin de la Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Machecoul-Saint-Même (44270),Vigilance,zone : bassin d'alimentation des captages de Machecoul (eaux souterraines)<br>arrêté valable du 15/09/2022 au 31/10/2022
Maisdon-sur-Sèvre (44690),Crise,zone : Bassin de la Maine (eaux superficielles)<br>arrêté valable du 17/08/2022 au 31/10/2022
Maisdon-sur-Sèvre (44690),Crise,zone : Bassin de la Sèvre Nantaise (eaux superficielles)<br>arrêté valable du 17/08/2022 au 31/10/2022
Malville (44260),Alerte renforcée,zone : Bassin de la Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Malville (44260),Crise,zone : Bassin de la Vilaine (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Marsac-sur-Don (44170),Crise,zone : Bassin de la Vilaine (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Massérac (44290),Crise,zone : Bassin de la Vilaine (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Mauves-sur-Loire (44470),Crise,zone : Bassin Affluents Nord Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Mauves-sur-Loire (44470),Alerte renforcée,zone : Bassin de la Loire (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Mauves-sur-Loire (44470),Alerte renforcée,zone : Bassin de l'Erdre Aval (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Mesquer (44420),Crise,zone : Bassin de la Brière (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Missillac (44780),Crise,zone : Bassin de la Brière (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Missillac (44780),Crise,zone : Bassin de la Vilaine (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Moisdon-la-Rivière (44520),Crise,zone : Bassin de la Vilaine (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022
Monnières (44690),Crise,zone : Bassin de la Sèvre Nantaise (eaux superficielles)<br>arrêté valable du 17/08/2022 au 31/10/2022
Montbert (44140),Crise,"zone : Bassin de la Logne, Boulogne, Ognon, Grand-lieu (eaux superficielles)<br>arrêté valable du 15/09/2022 au 31/10/2022"
